Zonas  Turísticas;Periodo;Total
Galicia: Costa A Mariña Lucense (Lugo);2015M07;3,9
Galicia: Costa A Mariña Lucense (Lugo);2015M06;3,22
Galicia: Costa A Mariña Lucense (Lugo);2015M05;2,39
Galicia: Costa A Mariña Lucense (Lugo);2015M04;2,47
Galicia: Costa A Mariña Lucense (Lugo);2015M03;1,92
Galicia: Costa A Mariña Lucense (Lugo);2015M02;2,57
Galicia: Costa A Mariña Lucense (Lugo);2015M01;3,21
Galicia: Costa A Mariña Lucense (Lugo);2014M12;2,45
Galicia: Costa A Mariña Lucense (Lugo);2014M11;8,97
Galicia: Costa A Mariña Lucense (Lugo);2014M10;2,66
Galicia: Costa A Mariña Lucense (Lugo);2014M09;2,77
Galicia: Costa A Mariña Lucense (Lugo);2014M08;4,13
Galicia: Costa A Mariña Lucense (Lugo);2014M07;4,01
Galicia: Costa A Mariña Lucense (Lugo);2014M06;2,55
Galicia: Costa A Mariña Lucense (Lugo);2014M05;2,51
Galicia: Costa A Mariña Lucense (Lugo);2014M04;2,82
Galicia: Costa A Mariña Lucense (Lugo);2014M03;3,1
Galicia: Costa A Mariña Lucense (Lugo);2014M02;1,75
Galicia: Costa A Mariña Lucense (Lugo);2014M01;2,29
Galicia: Costa A Mariña Lucense (Lugo);2013M12;1,66
Galicia: Costa A Mariña Lucense (Lugo);2013M11;2,01
Galicia: Costa A Mariña Lucense (Lugo);2013M10;3,9
Galicia: Costa A Mariña Lucense (Lugo);2013M09;3,9
Galicia: Costa A Mariña Lucense (Lugo);2013M08;4,22
Galicia: Costa A Mariña Lucense (Lugo);2013M07;4,52
Galicia: Costa A Mariña Lucense (Lugo);2013M06;3,05
Galicia: Costa A Mariña Lucense (Lugo);2013M05;3,14
Galicia: Costa A Mariña Lucense (Lugo);2013M04;3,01
Galicia: Costa A Mariña Lucense (Lugo);2013M03;3,66
Galicia: Costa A Mariña Lucense (Lugo);2013M02;4,18
Galicia: Costa A Mariña Lucense (Lugo);2013M01;5,25
Galicia: Costa A Mariña Lucense (Lugo);2012M12;
Galicia: Costa A Mariña Lucense (Lugo);2012M11;
Galicia: Costa A Mariña Lucense (Lugo);2012M10;
Galicia: Costa A Mariña Lucense (Lugo);2012M09;
Galicia: Costa A Mariña Lucense (Lugo);2012M08;
Galicia: Costa A Mariña Lucense (Lugo);2012M07;
Galicia: Costa A Mariña Lucense (Lugo);2012M06;
Galicia: Costa A Mariña Lucense (Lugo);2012M05;
Galicia: Costa A Mariña Lucense (Lugo);2012M04;
Galicia: Costa A Mariña Lucense (Lugo);2012M03;
Galicia: Costa A Mariña Lucense (Lugo);2012M02;
Galicia: Costa A Mariña Lucense (Lugo);2012M01;
Galicia: Costa A Mariña Lucense (Lugo);2011M12;
Galicia: Costa A Mariña Lucense (Lugo);2011M11;
Galicia: Costa A Mariña Lucense (Lugo);2011M10;
Galicia: Costa A Mariña Lucense (Lugo);2011M09;
Galicia: Costa A Mariña Lucense (Lugo);2011M08;
Galicia: Costa A Mariña Lucense (Lugo);2011M07;
Galicia: Costa A Mariña Lucense (Lugo);2011M06;
Galicia: Costa A Mariña Lucense (Lugo);2011M05;
Galicia: Costa A Mariña Lucense (Lugo);2011M04;
Galicia: Costa A Mariña Lucense (Lugo);2011M03;
Galicia: Costa A Mariña Lucense (Lugo);2011M02;
Galicia: Costa A Mariña Lucense (Lugo);2011M01;
Galicia: Costa A Mariña Lucense (Lugo);2010M12;
Galicia: Costa A Mariña Lucense (Lugo);2010M11;
Galicia: Costa A Mariña Lucense (Lugo);2010M10;
Galicia: Costa A Mariña Lucense (Lugo);2010M09;
Galicia: Costa A Mariña Lucense (Lugo);2010M08;
Galicia: Costa A Mariña Lucense (Lugo);2010M07;
Galicia: Costa A Mariña Lucense (Lugo);2010M06;
Galicia: Costa A Mariña Lucense (Lugo);2010M05;
Galicia: Costa A Mariña Lucense (Lugo);2010M04;
Galicia: Costa A Mariña Lucense (Lugo);2010M03;
Galicia: Costa A Mariña Lucense (Lugo);2010M02;
Galicia: Costa A Mariña Lucense (Lugo);2010M01;
Galicia: Costa A Mariña Lucense (Lugo);2009M12;
Galicia: Costa A Mariña Lucense (Lugo);2009M11;
Galicia: Costa A Mariña Lucense (Lugo);2009M10;
Galicia: Costa A Mariña Lucense (Lugo);2009M09;
Galicia: Costa A Mariña Lucense (Lugo);2009M08;
Galicia: Costa A Mariña Lucense (Lugo);2009M07;
Galicia: Costa A Mariña Lucense (Lugo);2009M06;
Galicia: Costa A Mariña Lucense (Lugo);2009M05;
Galicia: Costa A Mariña Lucense (Lugo);2009M04;
Galicia: Costa A Mariña Lucense (Lugo);2009M03;
Galicia: Costa A Mariña Lucense (Lugo);2009M02;
Galicia: Costa A Mariña Lucense (Lugo);2009M01;
Galicia: Costa A Mariña Lucense (Lugo);2008M12;
Galicia: Costa A Mariña Lucense (Lugo);2008M11;
Galicia: Costa A Mariña Lucense (Lugo);2008M10;
Galicia: Costa A Mariña Lucense (Lugo);2008M09;
Galicia: Costa A Mariña Lucense (Lugo);2008M08;
Galicia: Costa A Mariña Lucense (Lugo);2008M07;
Galicia: Costa A Mariña Lucense (Lugo);2008M06;
Galicia: Costa A Mariña Lucense (Lugo);2008M05;
Galicia: Costa A Mariña Lucense (Lugo);2008M04;
Galicia: Costa A Mariña Lucense (Lugo);2008M03;
Galicia: Costa A Mariña Lucense (Lugo);2008M02;
Galicia: Costa A Mariña Lucense (Lugo);2008M01;
Galicia: Costa A Mariña Lucense (Lugo);2007M12;
Galicia: Costa A Mariña Lucense (Lugo);2007M11;
Galicia: Costa A Mariña Lucense (Lugo);2007M10;
Galicia: Costa A Mariña Lucense (Lugo);2007M09;
Galicia: Costa A Mariña Lucense (Lugo);2007M08;
Galicia: Costa A Mariña Lucense (Lugo);2007M07;
Galicia: Costa A Mariña Lucense (Lugo);2007M06;
Galicia: Costa A Mariña Lucense (Lugo);2007M05;
Galicia: Costa A Mariña Lucense (Lugo);2007M04;
Galicia: Costa A Mariña Lucense (Lugo);2007M03;
Galicia: Costa A Mariña Lucense (Lugo);2007M02;
Galicia: Costa A Mariña Lucense (Lugo);2007M01;
Galicia: Costa A Mariña Lucense (Lugo);2006M12;
Galicia: Costa A Mariña Lucense (Lugo);2006M11;
Galicia: Costa A Mariña Lucense (Lugo);2006M10;
Galicia: Costa A Mariña Lucense (Lugo);2006M09;
Galicia: Costa A Mariña Lucense (Lugo);2006M08;
Galicia: Costa A Mariña Lucense (Lugo);2006M07;
Galicia: Costa A Mariña Lucense (Lugo);2006M06;
Galicia: Costa A Mariña Lucense (Lugo);2006M05;
Galicia: Costa A Mariña Lucense (Lugo);2006M04;
Galicia: Costa A Mariña Lucense (Lugo);2006M03;
Galicia: Costa A Mariña Lucense (Lugo);2006M02;
Galicia: Costa A Mariña Lucense (Lugo);2006M01;
Galicia: Costa A Mariña Lucense (Lugo);2005M12;
Galicia: Costa A Mariña Lucense (Lugo);2005M11;
Galicia: Costa A Mariña Lucense (Lugo);2005M10;
Galicia: Costa A Mariña Lucense (Lugo);2005M09;
Galicia: Costa A Mariña Lucense (Lugo);2005M08;
Galicia: Costa A Mariña Lucense (Lugo);2005M07;
Galicia: Costa A Mariña Lucense (Lugo);2005M06;
Galicia: Costa A Mariña Lucense (Lugo);2005M05;
Galicia: Costa A Mariña Lucense (Lugo);2005M04;
Galicia: Costa A Mariña Lucense (Lugo);2005M03;
Galicia: Costa A Mariña Lucense (Lugo);2005M02;
Galicia: Costa A Mariña Lucense (Lugo);2005M01;
Murcia (Región De): Costa Cálida;2022M08;6,34
Murcia (Región De): Costa Cálida;2022M07;6,36
Murcia (Región De): Costa Cálida;2022M06;4,98
Murcia (Región De): Costa Cálida;2022M05;3,94
Murcia (Región De): Costa Cálida;2022M04;3,44
Murcia (Región De): Costa Cálida;2022M03;6,55
Murcia (Región De): Costa Cálida;2022M02;5,83
Murcia (Región De): Costa Cálida;2022M01;5,54
Murcia (Región De): Costa Cálida;2021M12;5,32
Murcia (Región De): Costa Cálida;2021M11;13,2
Murcia (Región De): Costa Cálida;2021M10;6,87
Murcia (Región De): Costa Cálida;2021M09;6,3
Murcia (Región De): Costa Cálida;2021M08;7,7
Murcia (Región De): Costa Cálida;2021M07;7,48
Murcia (Región De): Costa Cálida;2021M06;6,26
Murcia (Región De): Costa Cálida;2021M05;4,24
Murcia (Región De): Costa Cálida;2021M04;5,1
Murcia (Región De): Costa Cálida;2021M03;6,35
Murcia (Región De): Costa Cálida;2021M02;5,9
Murcia (Región De): Costa Cálida;2021M01;8,77
Murcia (Región De): Costa Cálida;2020M12;6,71
Murcia (Región De): Costa Cálida;2020M11;9,49
Murcia (Región De): Costa Cálida;2020M10;6,63
Murcia (Región De): Costa Cálida;2020M09;6,85
Murcia (Región De): Costa Cálida;2020M08;7,36
Murcia (Región De): Costa Cálida;2020M07;8,22
Murcia (Región De): Costa Cálida;2020M06;.
Murcia (Región De): Costa Cálida;2020M05;.
Murcia (Región De): Costa Cálida;2020M04;0
Murcia (Región De): Costa Cálida;2020M03;30,8
Murcia (Región De): Costa Cálida;2020M02;6,81
Murcia (Región De): Costa Cálida;2020M01;8,24
Murcia (Región De): Costa Cálida;2019M12;6,49
Murcia (Región De): Costa Cálida;2019M11;8,82
Murcia (Región De): Costa Cálida;2019M10;6,84
Murcia (Región De): Costa Cálida;2019M09;7,02
Murcia (Región De): Costa Cálida;2019M08;9,27
Murcia (Región De): Costa Cálida;2019M07;8,07
Murcia (Región De): Costa Cálida;2019M06;6,71
Murcia (Región De): Costa Cálida;2019M05;5,84
Murcia (Región De): Costa Cálida;2019M04;5,65
Murcia (Región De): Costa Cálida;2019M03;7,48
Murcia (Región De): Costa Cálida;2019M02;7,92
Murcia (Región De): Costa Cálida;2019M01;10,49
Murcia (Región De): Costa Cálida;2018M12;7,24
Murcia (Región De): Costa Cálida;2018M11;10,11
Murcia (Región De): Costa Cálida;2018M10;6,95
Murcia (Región De): Costa Cálida;2018M09;7,77
Murcia (Región De): Costa Cálida;2018M08;8,86
Murcia (Región De): Costa Cálida;2018M07;8,33
Murcia (Región De): Costa Cálida;2018M06;6,49
Murcia (Región De): Costa Cálida;2018M05;5,79
Murcia (Región De): Costa Cálida;2018M04;6,59
Murcia (Región De): Costa Cálida;2018M03;8,35
Murcia (Región De): Costa Cálida;2018M02;7,79
Murcia (Región De): Costa Cálida;2018M01;9,84
Murcia (Región De): Costa Cálida;2017M12;7,36
Murcia (Región De): Costa Cálida;2017M11;9,48
Murcia (Región De): Costa Cálida;2017M10;7,11
Murcia (Región De): Costa Cálida;2017M09;6,97
Murcia (Región De): Costa Cálida;2017M08;8,97
Murcia (Región De): Costa Cálida;2017M07;8,46
Murcia (Región De): Costa Cálida;2017M06;5,99
Murcia (Región De): Costa Cálida;2017M05;6,93
Murcia (Región De): Costa Cálida;2017M04;5,47
Murcia (Región De): Costa Cálida;2017M03;9,26
Murcia (Región De): Costa Cálida;2017M02;8,42
Murcia (Región De): Costa Cálida;2017M01;8,67
Murcia (Región De): Costa Cálida;2016M12;7,32
Murcia (Región De): Costa Cálida;2016M11;10,53
Murcia (Región De): Costa Cálida;2016M10;7,73
Murcia (Región De): Costa Cálida;2016M09;7,11
Murcia (Región De): Costa Cálida;2016M08;8,85
Murcia (Región De): Costa Cálida;2016M07;8,33
Murcia (Región De): Costa Cálida;2016M06;7,2
Murcia (Región De): Costa Cálida;2016M05;5,7
Murcia (Región De): Costa Cálida;2016M04;6,29
Murcia (Región De): Costa Cálida;2016M03;11,28
Murcia (Región De): Costa Cálida;2016M02;9
Murcia (Región De): Costa Cálida;2016M01;17,94
Murcia (Región De): Costa Cálida;2015M12;12,4
Murcia (Región De): Costa Cálida;2015M11;15,63
Murcia (Región De): Costa Cálida;2015M10;6,53
Murcia (Región De): Costa Cálida;2015M09;8,32
Murcia (Región De): Costa Cálida;2015M08;9,01
Murcia (Región De): Costa Cálida;2015M07;10,21
Murcia (Región De): Costa Cálida;2015M06;7,6
Murcia (Región De): Costa Cálida;2015M05;6,27
Murcia (Región De): Costa Cálida;2015M04;6,97
Murcia (Región De): Costa Cálida;2015M03;7,99
Murcia (Región De): Costa Cálida;2015M02;6,98
Murcia (Región De): Costa Cálida;2015M01;7,54
Murcia (Región De): Costa Cálida;2014M12;6,76
Murcia (Región De): Costa Cálida;2014M11;7,66
Murcia (Región De): Costa Cálida;2014M10;8,89
Murcia (Región De): Costa Cálida;2014M09;7,3
Murcia (Región De): Costa Cálida;2014M08;8,91
Murcia (Región De): Costa Cálida;2014M07;9,24
Murcia (Región De): Costa Cálida;2014M06;6,84
Murcia (Región De): Costa Cálida;2014M05;6,02
Murcia (Región De): Costa Cálida;2014M04;6,79
Murcia (Región De): Costa Cálida;2014M03;11,08
Murcia (Región De): Costa Cálida;2014M02;13,15
Murcia (Región De): Costa Cálida;2014M01;15,51
Murcia (Región De): Costa Cálida;2013M12;14,34
Murcia (Región De): Costa Cálida;2013M11;16,7
Murcia (Región De): Costa Cálida;2013M10;9,31
Murcia (Región De): Costa Cálida;2013M09;7,63
Murcia (Región De): Costa Cálida;2013M08;7,68
Murcia (Región De): Costa Cálida;2013M07;9,37
Murcia (Región De): Costa Cálida;2013M06;7,92
Murcia (Región De): Costa Cálida;2013M05;7,02
Murcia (Región De): Costa Cálida;2013M04;10,73
Murcia (Región De): Costa Cálida;2013M03;10,18
Murcia (Región De): Costa Cálida;2013M02;15,81
Murcia (Región De): Costa Cálida;2013M01;20,72
Murcia (Región De): Costa Cálida;2012M12;14,15
Murcia (Región De): Costa Cálida;2012M11;12
Murcia (Región De): Costa Cálida;2012M10;11,88
Murcia (Región De): Costa Cálida;2012M09;8,48
Murcia (Región De): Costa Cálida;2012M08;9,03
Murcia (Región De): Costa Cálida;2012M07;10,27
Murcia (Región De): Costa Cálida;2012M06;8,06
Murcia (Región De): Costa Cálida;2012M05;7,49
Murcia (Región De): Costa Cálida;2012M04;7,69
Murcia (Región De): Costa Cálida;2012M03;11,48
Murcia (Región De): Costa Cálida;2012M02;11,22
Murcia (Región De): Costa Cálida;2012M01;21,02
Murcia (Región De): Costa Cálida;2011M12;13,26
Murcia (Región De): Costa Cálida;2011M11;13,07
Murcia (Región De): Costa Cálida;2011M10;10,66
Murcia (Región De): Costa Cálida;2011M09;9,14
Murcia (Región De): Costa Cálida;2011M08;10,83
Murcia (Región De): Costa Cálida;2011M07;9,72
Murcia (Región De): Costa Cálida;2011M06;9,04
Murcia (Región De): Costa Cálida;2011M05;8,72
Murcia (Región De): Costa Cálida;2011M04;6,88
Murcia (Región De): Costa Cálida;2011M03;9,99
Murcia (Región De): Costa Cálida;2011M02;27,01
Murcia (Región De): Costa Cálida;2011M01;31
Murcia (Región De): Costa Cálida;2010M12;13
Murcia (Región De): Costa Cálida;2010M11;16,4
Murcia (Región De): Costa Cálida;2010M10;12,35
Murcia (Región De): Costa Cálida;2010M09;11,75
Murcia (Región De): Costa Cálida;2010M08;11,68
Murcia (Región De): Costa Cálida;2010M07;11,24
Murcia (Región De): Costa Cálida;2010M06;8,76
Murcia (Región De): Costa Cálida;2010M05;10,99
Murcia (Región De): Costa Cálida;2010M04;9,92
Murcia (Región De): Costa Cálida;2010M03;9,66
Murcia (Región De): Costa Cálida;2010M02;12,21
Murcia (Región De): Costa Cálida;2010M01;12,73
Murcia (Región De): Costa Cálida;2009M12;10,33
Murcia (Región De): Costa Cálida;2009M11;11,23
Murcia (Región De): Costa Cálida;2009M10;9,18
Murcia (Región De): Costa Cálida;2009M09;9,47
Murcia (Región De): Costa Cálida;2009M08;12,15
Murcia (Región De): Costa Cálida;2009M07;12
Murcia (Región De): Costa Cálida;2009M06;10,4
Murcia (Región De): Costa Cálida;2009M05;11,51
Murcia (Región De): Costa Cálida;2009M04;8,81
Murcia (Región De): Costa Cálida;2009M03;12,86
Murcia (Región De): Costa Cálida;2009M02;9,06
Murcia (Región De): Costa Cálida;2009M01;18,07
Murcia (Región De): Costa Cálida;2008M12;15,68
Murcia (Región De): Costa Cálida;2008M11;19,34
Murcia (Región De): Costa Cálida;2008M10;13,94
Murcia (Región De): Costa Cálida;2008M09;11,15
Murcia (Región De): Costa Cálida;2008M08;11,67
Murcia (Región De): Costa Cálida;2008M07;12,36
Murcia (Región De): Costa Cálida;2008M06;11,3
Murcia (Región De): Costa Cálida;2008M05;9,72
Murcia (Región De): Costa Cálida;2008M04;15,4
Murcia (Región De): Costa Cálida;2008M03;10,5
Murcia (Región De): Costa Cálida;2008M02;16,48
Murcia (Región De): Costa Cálida;2008M01;13,7
Murcia (Región De): Costa Cálida;2007M12;14,85
Murcia (Región De): Costa Cálida;2007M11;13,44
Murcia (Región De): Costa Cálida;2007M10;12,19
Murcia (Región De): Costa Cálida;2007M09;10,91
Murcia (Región De): Costa Cálida;2007M08;12,71
Murcia (Región De): Costa Cálida;2007M07;11,4
Murcia (Región De): Costa Cálida;2007M06;11,25
Murcia (Región De): Costa Cálida;2007M05;11,21
Murcia (Región De): Costa Cálida;2007M04;9,73
Murcia (Región De): Costa Cálida;2007M03;11,98
Murcia (Región De): Costa Cálida;2007M02;14,14
Murcia (Región De): Costa Cálida;2007M01;17,98
Murcia (Región De): Costa Cálida;2006M12;11,55
Murcia (Región De): Costa Cálida;2006M11;21,03
Murcia (Región De): Costa Cálida;2006M10;13,08
Murcia (Región De): Costa Cálida;2006M09;11,74
Murcia (Región De): Costa Cálida;2006M08;13,5
Murcia (Región De): Costa Cálida;2006M07;14,48
Murcia (Región De): Costa Cálida;2006M06;11,63
Murcia (Región De): Costa Cálida;2006M05;12,19
Murcia (Región De): Costa Cálida;2006M04;6,06
Murcia (Región De): Costa Cálida;2006M03;13,39
Murcia (Región De): Costa Cálida;2006M02;13,08
Murcia (Región De): Costa Cálida;2006M01;17,93
Murcia (Región De): Costa Cálida;2005M12;14,24
Murcia (Región De): Costa Cálida;2005M11;17,17
Murcia (Región De): Costa Cálida;2005M10;17,79
Murcia (Región De): Costa Cálida;2005M09;13,27
Murcia (Región De): Costa Cálida;2005M08;14,51
Murcia (Región De): Costa Cálida;2005M07;13,47
Murcia (Región De): Costa Cálida;2005M06;12,96
Murcia (Región De): Costa Cálida;2005M05;9,32
Murcia (Región De): Costa Cálida;2005M04;12,49
Murcia (Región De): Costa Cálida;2005M03;7,32
Murcia (Región De): Costa Cálida;2005M02;19,53
Murcia (Región De): Costa Cálida;2005M01;16,25
Pais Vasco: Costa Guipuzkoa;2022M08;4,25
Pais Vasco: Costa Guipuzkoa;2022M07;4,12
Pais Vasco: Costa Guipuzkoa;2022M06;4,24
Pais Vasco: Costa Guipuzkoa;2022M05;4,52
Pais Vasco: Costa Guipuzkoa;2022M04;4,45
Pais Vasco: Costa Guipuzkoa;2022M03;5,81
Pais Vasco: Costa Guipuzkoa;2022M02;6,37
Pais Vasco: Costa Guipuzkoa;2022M01;10,25
Pais Vasco: Costa Guipuzkoa;2021M12;6,45
Pais Vasco: Costa Guipuzkoa;2021M11;6,65
Pais Vasco: Costa Guipuzkoa;2021M10;4,85
Pais Vasco: Costa Guipuzkoa;2021M09;4,53
Pais Vasco: Costa Guipuzkoa;2021M08;4,2
Pais Vasco: Costa Guipuzkoa;2021M07;4,42
Pais Vasco: Costa Guipuzkoa;2021M06;4,55
Pais Vasco: Costa Guipuzkoa;2021M05;4,19
Pais Vasco: Costa Guipuzkoa;2021M04;4,87
Pais Vasco: Costa Guipuzkoa;2021M03;4,19
Pais Vasco: Costa Guipuzkoa;2021M02;7,28
Pais Vasco: Costa Guipuzkoa;2021M01;6
Pais Vasco: Costa Guipuzkoa;2020M12;4,91
Pais Vasco: Costa Guipuzkoa;2020M11;11,18
Pais Vasco: Costa Guipuzkoa;2020M10;4,19
Pais Vasco: Costa Guipuzkoa;2020M09;3,86
Pais Vasco: Costa Guipuzkoa;2020M08;4,11
Pais Vasco: Costa Guipuzkoa;2020M07;4,01
Pais Vasco: Costa Guipuzkoa;2020M06;.
Pais Vasco: Costa Guipuzkoa;2020M05;.
Pais Vasco: Costa Guipuzkoa;2020M04;0
Pais Vasco: Costa Guipuzkoa;2020M03;3,74
Pais Vasco: Costa Guipuzkoa;2020M02;3,5
Pais Vasco: Costa Guipuzkoa;2020M01;6,29
Pais Vasco: Costa Guipuzkoa;2019M12;3,38
Pais Vasco: Costa Guipuzkoa;2019M11;3,39
Pais Vasco: Costa Guipuzkoa;2019M10;3,29
Pais Vasco: Costa Guipuzkoa;2019M09;4,06
Pais Vasco: Costa Guipuzkoa;2019M08;4,3
Pais Vasco: Costa Guipuzkoa;2019M07;4,35
Pais Vasco: Costa Guipuzkoa;2019M06;3,7
Pais Vasco: Costa Guipuzkoa;2019M05;3,56
Pais Vasco: Costa Guipuzkoa;2019M04;3,38
Pais Vasco: Costa Guipuzkoa;2019M03;3,06
Pais Vasco: Costa Guipuzkoa;2019M02;3,01
Pais Vasco: Costa Guipuzkoa;2019M01;4,01
Pais Vasco: Costa Guipuzkoa;2018M12;3,83
Pais Vasco: Costa Guipuzkoa;2018M11;3,85
Pais Vasco: Costa Guipuzkoa;2018M10;3,91
Pais Vasco: Costa Guipuzkoa;2018M09;4,01
Pais Vasco: Costa Guipuzkoa;2018M08;4,56
Pais Vasco: Costa Guipuzkoa;2018M07;4,09
Pais Vasco: Costa Guipuzkoa;2018M06;3,17
Pais Vasco: Costa Guipuzkoa;2018M05;3,44
Pais Vasco: Costa Guipuzkoa;2018M04;3,27
Pais Vasco: Costa Guipuzkoa;2018M03;3,25
Pais Vasco: Costa Guipuzkoa;2018M02;3,12
Pais Vasco: Costa Guipuzkoa;2018M01;4,06
Pais Vasco: Costa Guipuzkoa;2017M12;3,42
Pais Vasco: Costa Guipuzkoa;2017M11;3,17
Pais Vasco: Costa Guipuzkoa;2017M10;3,49
Pais Vasco: Costa Guipuzkoa;2017M09;3,94
Pais Vasco: Costa Guipuzkoa;2017M08;4,58
Pais Vasco: Costa Guipuzkoa;2017M07;4,11
Pais Vasco: Costa Guipuzkoa;2017M06;3,65
Pais Vasco: Costa Guipuzkoa;2017M05;2,91
Pais Vasco: Costa Guipuzkoa;2017M04;3,05
Pais Vasco: Costa Guipuzkoa;2017M03;2,62
Pais Vasco: Costa Guipuzkoa;2017M02;2,76
Pais Vasco: Costa Guipuzkoa;2017M01;3,61
Pais Vasco: Costa Guipuzkoa;2016M12;3,17
Pais Vasco: Costa Guipuzkoa;2016M11;2,82
Pais Vasco: Costa Guipuzkoa;2016M10;3,16
Pais Vasco: Costa Guipuzkoa;2016M09;3,49
Pais Vasco: Costa Guipuzkoa;2016M08;4,05
Pais Vasco: Costa Guipuzkoa;2016M07;3,99
Pais Vasco: Costa Guipuzkoa;2016M06;3,57
Pais Vasco: Costa Guipuzkoa;2016M05;3,31
Pais Vasco: Costa Guipuzkoa;2016M04;2,67
Pais Vasco: Costa Guipuzkoa;2016M03;3,3
Pais Vasco: Costa Guipuzkoa;2016M02;2,28
Pais Vasco: Costa Guipuzkoa;2016M01;2,25
Pais Vasco: Costa Guipuzkoa;2015M12;1,98
Pais Vasco: Costa Guipuzkoa;2015M11;1,72
Pais Vasco: Costa Guipuzkoa;2015M10;2,13
Pais Vasco: Costa Guipuzkoa;2015M09;3,36
Pais Vasco: Costa Guipuzkoa;2015M08;4,78
Pais Vasco: Costa Guipuzkoa;2015M07;5,06
Pais Vasco: Costa Guipuzkoa;2015M06;3,51
Pais Vasco: Costa Guipuzkoa;2015M05;2,88
Pais Vasco: Costa Guipuzkoa;2015M04;2,94
Pais Vasco: Costa Guipuzkoa;2015M03;2,82
Pais Vasco: Costa Guipuzkoa;2015M02;2,07
Pais Vasco: Costa Guipuzkoa;2015M01;2,25
Pais Vasco: Costa Guipuzkoa;2014M12;2,72
Pais Vasco: Costa Guipuzkoa;2014M11;2,56
Pais Vasco: Costa Guipuzkoa;2014M10;2,59
Pais Vasco: Costa Guipuzkoa;2014M09;3,62
Pais Vasco: Costa Guipuzkoa;2014M08;4,78
Pais Vasco: Costa Guipuzkoa;2014M07;3,53
Pais Vasco: Costa Guipuzkoa;2014M06;3,03
Pais Vasco: Costa Guipuzkoa;2014M05;2,82
Pais Vasco: Costa Guipuzkoa;2014M04;2,95
Pais Vasco: Costa Guipuzkoa;2014M03;2,71
Pais Vasco: Costa Guipuzkoa;2014M02;2,55
Pais Vasco: Costa Guipuzkoa;2014M01;3,72
Pais Vasco: Costa Guipuzkoa;2013M12;3,05
Pais Vasco: Costa Guipuzkoa;2013M11;2,87
Pais Vasco: Costa Guipuzkoa;2013M10;2,47
Pais Vasco: Costa Guipuzkoa;2013M09;2,89
Pais Vasco: Costa Guipuzkoa;2013M08;3,9
Pais Vasco: Costa Guipuzkoa;2013M07;4,23
Pais Vasco: Costa Guipuzkoa;2013M06;2,97
Pais Vasco: Costa Guipuzkoa;2013M05;3,79
Pais Vasco: Costa Guipuzkoa;2013M04;4,44
Pais Vasco: Costa Guipuzkoa;2013M03;3,45
Pais Vasco: Costa Guipuzkoa;2013M02;2,35
Pais Vasco: Costa Guipuzkoa;2013M01;2,47
Pais Vasco: Costa Guipuzkoa;2012M12;
Pais Vasco: Costa Guipuzkoa;2012M11;
