Zonas  Turísticas;Apartamentos y personal empleado;Periodo;Total
Cataluña: Barcelona;Número de plazas estimadas;2012M11;4.446
Cataluña: Barcelona;Número de plazas estimadas;2012M10;4.395
Cataluña: Barcelona;Número de plazas estimadas;2012M09;4.411
Cataluña: Barcelona;Número de plazas estimadas;2012M08;4.428
Cataluña: Barcelona;Número de plazas estimadas;2012M07;4.426
Cataluña: Barcelona;Número de plazas estimadas;2012M06;4.301
Cataluña: Barcelona;Número de plazas estimadas;2012M05;4.423
Cataluña: Barcelona;Número de plazas estimadas;2012M04;4.359
Cataluña: Barcelona;Número de plazas estimadas;2012M03;4.315
Cataluña: Barcelona;Número de plazas estimadas;2012M02;4.324
Cataluña: Barcelona;Número de plazas estimadas;2012M01;4.488
Cataluña: Barcelona;Número de plazas estimadas;2011M12;3.397
Cataluña: Barcelona;Número de plazas estimadas;2011M11;3.383
Cataluña: Barcelona;Número de plazas estimadas;2011M10;3.295
Cataluña: Barcelona;Número de plazas estimadas;2011M09;3.278
Cataluña: Barcelona;Número de plazas estimadas;2011M08;3.290
Cataluña: Barcelona;Número de plazas estimadas;2011M07;3.307
Cataluña: Barcelona;Número de plazas estimadas;2011M06;2.866
Cataluña: Barcelona;Número de plazas estimadas;2011M05;2.563
Cataluña: Barcelona;Número de plazas estimadas;2011M04;2.583
Cataluña: Barcelona;Número de plazas estimadas;2011M03;2.559
Cataluña: Barcelona;Número de plazas estimadas;2011M02;2.569
Cataluña: Barcelona;Número de plazas estimadas;2011M01;2.486
Cataluña: Barcelona;Número de plazas estimadas;2010M12;2.481
Cataluña: Barcelona;Número de plazas estimadas;2010M11;2.472
Cataluña: Barcelona;Número de plazas estimadas;2010M10;2.481
Cataluña: Barcelona;Número de plazas estimadas;2010M09;1.945
Cataluña: Barcelona;Número de plazas estimadas;2010M08;2.182
Cataluña: Barcelona;Número de plazas estimadas;2010M07;2.195
Cataluña: Barcelona;Número de plazas estimadas;2010M06;2.246
Cataluña: Barcelona;Número de plazas estimadas;2010M05;2.221
Cataluña: Barcelona;Número de plazas estimadas;2010M04;2.239
Cataluña: Barcelona;Número de plazas estimadas;2010M03;2.330
Cataluña: Barcelona;Número de plazas estimadas;2010M02;2.337
Cataluña: Barcelona;Número de plazas estimadas;2010M01;2.392
Cataluña: Barcelona;Número de plazas estimadas;2009M12;2.378
Cataluña: Barcelona;Número de plazas estimadas;2009M11;2.377
Cataluña: Barcelona;Número de plazas estimadas;2009M10;2.416
Cataluña: Barcelona;Número de plazas estimadas;2009M09;2.422
Cataluña: Barcelona;Número de plazas estimadas;2009M08;2.353
Cataluña: Barcelona;Número de plazas estimadas;2009M07;2.420
Cataluña: Barcelona;Número de plazas estimadas;2009M06;2.342
Cataluña: Barcelona;Número de plazas estimadas;2009M05;2.357
Cataluña: Barcelona;Número de plazas estimadas;2009M04;2.299
Cataluña: Barcelona;Número de plazas estimadas;2009M03;2.402
Cataluña: Barcelona;Número de plazas estimadas;2009M02;2.017
Cataluña: Barcelona;Número de plazas estimadas;2009M01;2.192
Cataluña: Barcelona;Número de plazas estimadas;2008M12;2.167
Cataluña: Barcelona;Número de plazas estimadas;2008M11;2.180
Cataluña: Barcelona;Número de plazas estimadas;2008M10;2.141
Cataluña: Barcelona;Número de plazas estimadas;2008M09;1.897
Cataluña: Barcelona;Número de plazas estimadas;2008M08;1.941
Cataluña: Barcelona;Número de plazas estimadas;2008M07;1.930
Cataluña: Barcelona;Número de plazas estimadas;2008M06;2.029
Cataluña: Barcelona;Número de plazas estimadas;2008M05;2.006
Cataluña: Barcelona;Número de plazas estimadas;2008M04;1.831
Cataluña: Barcelona;Número de plazas estimadas;2008M03;1.835
Cataluña: Barcelona;Número de plazas estimadas;2008M02;1.811
Cataluña: Barcelona;Número de plazas estimadas;2008M01;1.811
Cataluña: Barcelona;Número de plazas estimadas;2007M12;1.820
Cataluña: Barcelona;Número de plazas estimadas;2007M11;1.634
Cataluña: Barcelona;Número de plazas estimadas;2007M10;1.673
Cataluña: Barcelona;Número de plazas estimadas;2007M09;1.678
Cataluña: Barcelona;Número de plazas estimadas;2007M08;1.678
Cataluña: Barcelona;Número de plazas estimadas;2007M07;1.678
Cataluña: Barcelona;Número de plazas estimadas;2007M06;1.678
Cataluña: Barcelona;Número de plazas estimadas;2007M05;1.638
Cataluña: Barcelona;Número de plazas estimadas;2007M04;1.678
Cataluña: Barcelona;Número de plazas estimadas;2007M03;1.678
Cataluña: Barcelona;Número de plazas estimadas;2007M02;1.678
Cataluña: Barcelona;Número de plazas estimadas;2007M01;1.645
Cataluña: Barcelona;Número de plazas estimadas;2006M12;1.678
Cataluña: Barcelona;Número de plazas estimadas;2006M11;1.638
Cataluña: Barcelona;Número de plazas estimadas;2006M10;1.611
Cataluña: Barcelona;Número de plazas estimadas;2006M09;1.678
Cataluña: Barcelona;Número de plazas estimadas;2006M08;1.683
Cataluña: Barcelona;Número de plazas estimadas;2006M07;1.651
Cataluña: Barcelona;Número de plazas estimadas;2006M06;1.611
Cataluña: Barcelona;Número de plazas estimadas;2006M05;1.635
Cataluña: Barcelona;Número de plazas estimadas;2006M04;1.651
Cataluña: Barcelona;Número de plazas estimadas;2006M03;1.651
Cataluña: Barcelona;Número de plazas estimadas;2006M02;1.651
Cataluña: Barcelona;Número de plazas estimadas;2006M01;1.651
Cataluña: Barcelona;Número de plazas estimadas;2005M12;1.681
Cataluña: Barcelona;Número de plazas estimadas;2005M11;1.611
Cataluña: Barcelona;Número de plazas estimadas;2005M10;1.651
Cataluña: Barcelona;Número de plazas estimadas;2005M09;1.644
Cataluña: Barcelona;Número de plazas estimadas;2005M08;1.651
Cataluña: Barcelona;Número de plazas estimadas;2005M07;1.402
Cataluña: Barcelona;Número de plazas estimadas;2005M06;1.406
Cataluña: Barcelona;Número de plazas estimadas;2005M05;1.387
Cataluña: Barcelona;Número de plazas estimadas;2005M04;1.355
Cataluña: Barcelona;Número de plazas estimadas;2005M03;1.406
Cataluña: Barcelona;Número de plazas estimadas;2005M02;1.365
Cataluña: Barcelona;Número de plazas estimadas;2005M01;1.321
Cataluña: Barcelona;Número de apartamentos estimados;2022M08;906
Cataluña: Barcelona;Número de apartamentos estimados;2022M07;894
Cataluña: Barcelona;Número de apartamentos estimados;2022M06;913
Cataluña: Barcelona;Número de apartamentos estimados;2022M05;915
Cataluña: Barcelona;Número de apartamentos estimados;2022M04;795
Cataluña: Barcelona;Número de apartamentos estimados;2022M03;820
Cataluña: Barcelona;Número de apartamentos estimados;2022M02;840
Cataluña: Barcelona;Número de apartamentos estimados;2022M01;847
Cataluña: Barcelona;Número de apartamentos estimados;2021M12;679
Cataluña: Barcelona;Número de apartamentos estimados;2021M11;687
Cataluña: Barcelona;Número de apartamentos estimados;2021M10;700
Cataluña: Barcelona;Número de apartamentos estimados;2021M09;721
Cataluña: Barcelona;Número de apartamentos estimados;2021M08;581
Cataluña: Barcelona;Número de apartamentos estimados;2021M07;597
Cataluña: Barcelona;Número de apartamentos estimados;2021M06;569
Cataluña: Barcelona;Número de apartamentos estimados;2021M05;635
Cataluña: Barcelona;Número de apartamentos estimados;2021M04;529
Cataluña: Barcelona;Número de apartamentos estimados;2021M03;541
Cataluña: Barcelona;Número de apartamentos estimados;2021M02;442
Cataluña: Barcelona;Número de apartamentos estimados;2021M01;407
Cataluña: Barcelona;Número de apartamentos estimados;2020M12;418
Cataluña: Barcelona;Número de apartamentos estimados;2020M11;418
Cataluña: Barcelona;Número de apartamentos estimados;2020M10;591
Cataluña: Barcelona;Número de apartamentos estimados;2020M09;546
Cataluña: Barcelona;Número de apartamentos estimados;2020M08;627
Cataluña: Barcelona;Número de apartamentos estimados;2020M07;656
Cataluña: Barcelona;Número de apartamentos estimados;2020M06;.
Cataluña: Barcelona;Número de apartamentos estimados;2020M05;.
Cataluña: Barcelona;Número de apartamentos estimados;2020M04;0
Cataluña: Barcelona;Número de apartamentos estimados;2020M03;323
Cataluña: Barcelona;Número de apartamentos estimados;2020M02;888
Cataluña: Barcelona;Número de apartamentos estimados;2020M01;888
Cataluña: Barcelona;Número de apartamentos estimados;2019M12;990
Cataluña: Barcelona;Número de apartamentos estimados;2019M11;975
Cataluña: Barcelona;Número de apartamentos estimados;2019M10;1.048
Cataluña: Barcelona;Número de apartamentos estimados;2019M09;1.071
Cataluña: Barcelona;Número de apartamentos estimados;2019M08;1.048
Cataluña: Barcelona;Número de apartamentos estimados;2019M07;1.035
Cataluña: Barcelona;Número de apartamentos estimados;2019M06;1.029
Cataluña: Barcelona;Número de apartamentos estimados;2019M05;1.048
Cataluña: Barcelona;Número de apartamentos estimados;2019M04;1.048
Cataluña: Barcelona;Número de apartamentos estimados;2019M03;1.082
Cataluña: Barcelona;Número de apartamentos estimados;2019M02;1.091
Cataluña: Barcelona;Número de apartamentos estimados;2019M01;1.092
Cataluña: Barcelona;Número de apartamentos estimados;2018M12;1.016
Cataluña: Barcelona;Número de apartamentos estimados;2018M11;1.006
Cataluña: Barcelona;Número de apartamentos estimados;2018M10;963
Cataluña: Barcelona;Número de apartamentos estimados;2018M09;1.010
Cataluña: Barcelona;Número de apartamentos estimados;2018M08;1.010
Cataluña: Barcelona;Número de apartamentos estimados;2018M07;1.019
Cataluña: Barcelona;Número de apartamentos estimados;2018M06;1.062
Cataluña: Barcelona;Número de apartamentos estimados;2018M05;1.003
Cataluña: Barcelona;Número de apartamentos estimados;2018M04;1.007
Cataluña: Barcelona;Número de apartamentos estimados;2018M03;1.104
Cataluña: Barcelona;Número de apartamentos estimados;2018M02;1.104
Cataluña: Barcelona;Número de apartamentos estimados;2018M01;1.199
Cataluña: Barcelona;Número de apartamentos estimados;2017M12;1.185
Cataluña: Barcelona;Número de apartamentos estimados;2017M11;1.230
Cataluña: Barcelona;Número de apartamentos estimados;2017M10;1.232
Cataluña: Barcelona;Número de apartamentos estimados;2017M09;1.232
Cataluña: Barcelona;Número de apartamentos estimados;2017M08;1.222
Cataluña: Barcelona;Número de apartamentos estimados;2017M07;1.227
Cataluña: Barcelona;Número de apartamentos estimados;2017M06;1.223
Cataluña: Barcelona;Número de apartamentos estimados;2017M05;1.273
Cataluña: Barcelona;Número de apartamentos estimados;2017M04;1.273
Cataluña: Barcelona;Número de apartamentos estimados;2017M03;1.185
Cataluña: Barcelona;Número de apartamentos estimados;2017M02;1.168
Cataluña: Barcelona;Número de apartamentos estimados;2017M01;1.235
Cataluña: Barcelona;Número de apartamentos estimados;2016M12;1.271
Cataluña: Barcelona;Número de apartamentos estimados;2016M11;1.267
Cataluña: Barcelona;Número de apartamentos estimados;2016M10;1.267
Cataluña: Barcelona;Número de apartamentos estimados;2016M09;1.267
Cataluña: Barcelona;Número de apartamentos estimados;2016M08;1.237
Cataluña: Barcelona;Número de apartamentos estimados;2016M07;1.237
Cataluña: Barcelona;Número de apartamentos estimados;2016M06;1.235
Cataluña: Barcelona;Número de apartamentos estimados;2016M05;1.185
Cataluña: Barcelona;Número de apartamentos estimados;2016M04;1.183
Cataluña: Barcelona;Número de apartamentos estimados;2016M03;1.092
Cataluña: Barcelona;Número de apartamentos estimados;2016M02;1.254
Cataluña: Barcelona;Número de apartamentos estimados;2016M01;1.179
Cataluña: Barcelona;Número de apartamentos estimados;2015M12;1.083
Cataluña: Barcelona;Número de apartamentos estimados;2015M11;1.086
Cataluña: Barcelona;Número de apartamentos estimados;2015M10;1.119
Cataluña: Barcelona;Número de apartamentos estimados;2015M09;1.097
Cataluña: Barcelona;Número de apartamentos estimados;2015M08;1.096
Cataluña: Barcelona;Número de apartamentos estimados;2015M07;1.091
Cataluña: Barcelona;Número de apartamentos estimados;2015M06;1.082
Cataluña: Barcelona;Número de apartamentos estimados;2015M05;1.085
Cataluña: Barcelona;Número de apartamentos estimados;2015M04;1.076
Cataluña: Barcelona;Número de apartamentos estimados;2015M03;1.074
Cataluña: Barcelona;Número de apartamentos estimados;2015M02;1.074
Cataluña: Barcelona;Número de apartamentos estimados;2015M01;1.088
Cataluña: Barcelona;Número de apartamentos estimados;2014M12;1.128
Cataluña: Barcelona;Número de apartamentos estimados;2014M11;1.128
Cataluña: Barcelona;Número de apartamentos estimados;2014M10;1.129
Cataluña: Barcelona;Número de apartamentos estimados;2014M09;1.091
Cataluña: Barcelona;Número de apartamentos estimados;2014M08;1.093
Cataluña: Barcelona;Número de apartamentos estimados;2014M07;1.087
Cataluña: Barcelona;Número de apartamentos estimados;2014M06;1.086
Cataluña: Barcelona;Número de apartamentos estimados;2014M05;1.056
Cataluña: Barcelona;Número de apartamentos estimados;2014M04;1.003
Cataluña: Barcelona;Número de apartamentos estimados;2014M03;989
Cataluña: Barcelona;Número de apartamentos estimados;2014M02;991
Cataluña: Barcelona;Número de apartamentos estimados;2014M01;941
Cataluña: Barcelona;Número de apartamentos estimados;2013M12;947
Cataluña: Barcelona;Número de apartamentos estimados;2013M11;943
Cataluña: Barcelona;Número de apartamentos estimados;2013M10;928
Cataluña: Barcelona;Número de apartamentos estimados;2013M09;927
Cataluña: Barcelona;Número de apartamentos estimados;2013M08;927
Cataluña: Barcelona;Número de apartamentos estimados;2013M07;920
Cataluña: Barcelona;Número de apartamentos estimados;2013M06;897
Cataluña: Barcelona;Número de apartamentos estimados;2013M05;921
Cataluña: Barcelona;Número de apartamentos estimados;2013M04;870
Cataluña: Barcelona;Número de apartamentos estimados;2013M03;1.060
Cataluña: Barcelona;Número de apartamentos estimados;2013M02;1.058
Cataluña: Barcelona;Número de apartamentos estimados;2013M01;1.076
Cataluña: Barcelona;Número de apartamentos estimados;2012M12;1.128
Cataluña: Barcelona;Número de apartamentos estimados;2012M11;1.103
Cataluña: Barcelona;Número de apartamentos estimados;2012M10;1.099
Cataluña: Barcelona;Número de apartamentos estimados;2012M09;1.099
Cataluña: Barcelona;Número de apartamentos estimados;2012M08;1.100
Cataluña: Barcelona;Número de apartamentos estimados;2012M07;1.100
Cataluña: Barcelona;Número de apartamentos estimados;2012M06;1.083
Cataluña: Barcelona;Número de apartamentos estimados;2012M05;1.087
Cataluña: Barcelona;Número de apartamentos estimados;2012M04;1.091
Cataluña: Barcelona;Número de apartamentos estimados;2012M03;1.091
Cataluña: Barcelona;Número de apartamentos estimados;2012M02;1.087
Cataluña: Barcelona;Número de apartamentos estimados;2012M01;1.116
Cataluña: Barcelona;Número de apartamentos estimados;2011M12;868
Cataluña: Barcelona;Número de apartamentos estimados;2011M11;860
Cataluña: Barcelona;Número de apartamentos estimados;2011M10;844
Cataluña: Barcelona;Número de apartamentos estimados;2011M09;839
Cataluña: Barcelona;Número de apartamentos estimados;2011M08;845
Cataluña: Barcelona;Número de apartamentos estimados;2011M07;847
Cataluña: Barcelona;Número de apartamentos estimados;2011M06;759
Cataluña: Barcelona;Número de apartamentos estimados;2011M05;713
Cataluña: Barcelona;Número de apartamentos estimados;2011M04;717
Cataluña: Barcelona;Número de apartamentos estimados;2011M03;716
Cataluña: Barcelona;Número de apartamentos estimados;2011M02;717
Cataluña: Barcelona;Número de apartamentos estimados;2011M01;686
Cataluña: Barcelona;Número de apartamentos estimados;2010M12;678
Cataluña: Barcelona;Número de apartamentos estimados;2010M11;677
Cataluña: Barcelona;Número de apartamentos estimados;2010M10;680
Cataluña: Barcelona;Número de apartamentos estimados;2010M09;576
Cataluña: Barcelona;Número de apartamentos estimados;2010M08;612
Cataluña: Barcelona;Número de apartamentos estimados;2010M07;613
Cataluña: Barcelona;Número de apartamentos estimados;2010M06;625
Cataluña: Barcelona;Número de apartamentos estimados;2010M05;621
Cataluña: Barcelona;Número de apartamentos estimados;2010M04;627
Cataluña: Barcelona;Número de apartamentos estimados;2010M03;643
Cataluña: Barcelona;Número de apartamentos estimados;2010M02;645
Cataluña: Barcelona;Número de apartamentos estimados;2010M01;655
Cataluña: Barcelona;Número de apartamentos estimados;2009M12;655
Cataluña: Barcelona;Número de apartamentos estimados;2009M11;653
Cataluña: Barcelona;Número de apartamentos estimados;2009M10;656
Cataluña: Barcelona;Número de apartamentos estimados;2009M09;658
Cataluña: Barcelona;Número de apartamentos estimados;2009M08;656
Cataluña: Barcelona;Número de apartamentos estimados;2009M07;674
Cataluña: Barcelona;Número de apartamentos estimados;2009M06;656
Cataluña: Barcelona;Número de apartamentos estimados;2009M05;655
Cataluña: Barcelona;Número de apartamentos estimados;2009M04;650
Cataluña: Barcelona;Número de apartamentos estimados;2009M03;663
Cataluña: Barcelona;Número de apartamentos estimados;2009M02;604
Cataluña: Barcelona;Número de apartamentos estimados;2009M01;630
